model,method,idx,size,jobs,machines,feasible,true_makespan,pred_makespan,gap_pct,exact_makespan,ops_emitted,ops_expected,extra_ops,precedence_violations,routing_order_violations,timing_consistency_violations,machine_capacity_violations,missing_op_count,total_violations,gen_tokens,time_s
qwen2,LoRA,21,8x2,8,2,0,358,408,13.97,0,12,16,0,0,2,3,0,4,9,242,3.0
qwen2,LoRA,22,9x3,9,3,0,2396,3168,32.22,0,23,27,0,0,2,6,0,6,14,537,6.7
qwen2,LoRA,23,10x8,10,8,0,127,277,118.11,0,110,80,0,6,45,21,14,3,89,2069,27.6
qwen2,LoRA,24,9x6,9,6,0,2960,4967,67.8,0,39,54,0,5,19,11,1,17,53,952,12.3
qwen2,LoRA,25,6x6,6,6,0,1402,1503,7.2,0,27,36,0,0,14,9,1,10,34,625,7.9
qwen2,LoRA,26,10x8,10,8,0,374,650,73.8,0,111,80,0,15,57,23,24,6,125,2216,29.7
qwen2,LoRA,27,8x4,8,4,0,2277,2496,9.62,0,22,32,0,0,10,9,2,11,32,601,7.6
qwen2,LoRA,28,9x8,9,8,0,490,952,94.29,0,108,72,0,5,31,18,16,4,74,2092,28.0
qwen2,LoRA,29,5x2,5,2,0,755,929,23.05,0,8,10,0,0,0,3,0,2,5,189,2.4
qwen2,LoRA,30,10x6,10,6,0,2566,4539,76.89,0,48,60,0,0,25,16,2,14,57,1213,15.8
qwen2,LoRA,31,6x2,6,2,0,280,235,-16.07,0,10,12,0,0,2,6,0,3,11,252,3.1
qwen2,LoRA,32,9x7,9,7,0,1651,2566,55.42,0,49,63,0,1,29,16,5,14,65,1195,15.6
qwen2,LoRA,33,9x2,9,2,0,300,323,7.67,0,12,18,0,0,5,7,1,6,19,304,3.8
qwen2,LoRA,34,7x5,7,5,0,1580,2282,44.43,0,16,35,0,2,12,15,2,19,50,584,7.4
qwen2,LoRA,35,8x8,8,8,0,427,639,49.65,0,59,64,0,1,29,11,1,7,49,1135,14.8
qwen2,LoRA,36,9x9,9,9,0,2614,9087,247.63,0,138,81,0,18,64,73,39,0,194,4096,57.8
qwen2,LoRA,37,10x5,10,5,0,65,86,32.31,0,43,50,0,0,13,9,0,11,33,724,9.2
qwen2,LoRA,38,9x3,9,3,0,521,1038,99.23,0,21,27,0,0,4,6,1,6,17,447,5.6
qwen2,LoRA,39,4x2,4,2,0,309,307,-0.65,0,7,8,0,0,0,1,0,1,2,133,1.7
qwen2,LoRA,40,10x5,10,5,0,2180,2635,20.87,0,38,50,0,0,16,14,2,16,48,967,12.5
qwen2,LoRA,41,9x2,9,2,0,1709,2284,33.65,0,18,18,0,1,3,2,0,2,8,366,4.6
qwen2,LoRA,42,6x3,6,3,0,1271,1222,-3.86,0,14,18,0,0,3,3,1,5,12,304,3.8
qwen2,LoRA,43,5x4,5,4,0,1442,1397,-3.12,0,12,20,0,0,6,5,0,8,19,309,3.8
qwen2,LoRA,44,8x2,8,2,0,1525,2773,81.84,0,13,16,0,0,3,11,0,6,20,443,5.5
qwen2,LoRA,45,7x2,7,2,0,523,525,0.38,0,11,14,0,0,2,4,0,4,10,244,3.0
qwen2,LoRA,46,9x8,9,8,0,857,1578,84.13,0,75,72,0,3,37,16,1,7,64,1600,21.1
qwen2,LoRA,47,7x3,7,3,0,1019,1548,51.91,0,16,21,0,0,6,7,0,7,20,400,5.0
qwen2,LoRA,48,10x4,10,4,0,2597,2264,-12.82,0,32,40,0,0,12,5,0,8,25,683,8.7
qwen2,LoRA,49,7x7,7,7,0,2987,3745,25.38,0,37,49,0,3,22,9,2,14,50,882,11.3
qwen2,LoRA,50,6x6,6,6,0,2590,2983,15.17,0,27,36,0,0,16,6,1,9,32,616,7.8
qwen2,LoRA,51,9x2,9,2,0,1430,1425,-0.35,0,12,18,0,0,5,7,0,8,20,336,4.2
qwen2,LoRA,52,4x3,4,3,0,435,933,114.48,0,11,12,0,0,0,1,0,1,2,206,2.6
qwen2,LoRA,53,10x2,10,2,0,1598,1779,11.33,0,16,20,0,0,4,4,1,5,14,365,4.6
qwen2,LoRA,54,9x8,9,8,0,422,658,55.92,0,68,72,0,4,34,12,6,10,66,1320,17.3
qwen2,LoRA,55,7x5,7,5,0,1365,2254,65.13,0,23,35,0,1,10,12,0,12,35,638,8.1
qwen2,LoRA,56,10x10,10,10,0,1077,4427,311.05,0,194,100,0,8,41,28,13,0,90,4096,58.1
qwen2,LoRA,57,10x9,10,9,0,242,1629,573.14,0,195,90,0,3,32,42,8,0,85,4096,57.7
qwen2,LoRA,58,6x2,6,2,0,727,696,-4.26,0,8,12,0,0,3,3,0,4,10,190,2.4
qwen2,LoRA,59,7x3,7,3,0,861,827,-3.95,0,16,21,0,0,3,3,0,5,11,326,4.1
qwen2,LoRA,60,10x10,10,10,0,2466,5541,124.7,0,162,100,0,30,81,51,42,0,204,4096,58.3
qwen2,LoRA,61,6x4,6,4,0,693,826,19.19,0,18,24,0,1,9,6,1,6,23,406,5.1
qwen2,LoRA,62,7x7,7,7,0,1466,2722,85.68,0,40,49,0,3,29,16,3,10,61,1046,13.5
qwen2,LoRA,63,6x3,6,3,0,45,47,4.44,0,15,18,0,0,4,1,0,6,11,248,3.1
qwen2,LoRA,64,7x6,7,6,0,1819,3099,70.37,0,40,42,0,2,16,8,2,11,39,901,11.5
qwen2,LoRA,65,10x6,10,6,0,591,756,27.92,0,55,60,0,2,24,9,6,11,52,1052,13.6
qwen2,LoRA,66,10x8,10,8,0,532,808,51.88,0,101,80,0,15,47,13,22,4,101,1878,25.0
qwen2,LoRA,67,6x6,6,6,0,1064,1442,35.53,0,27,36,0,0,18,6,1,9,34,582,7.3
qwen2,LoRA,68,6x3,6,3,0,1157,1133,-2.07,0,15,18,0,1,5,1,2,5,14,275,3.4
qwen2,LoRA,69,3x2,3,2,0,1121,1121,0.0,1,5,6,0,0,1,1,0,1,3,106,1.3
qwen2,LoRA,70,5x2,5,2,0,545,1071,96.51,0,13,10,0,0,2,0,0,1,3,224,2.8
qwen2,LoRA,71,5x5,5,5,0,1016,1137,11.91,0,20,25,0,0,12,4,0,5,21,426,5.3
qwen2,LoRA,72,7x2,7,2,0,674,676,0.3,0,10,14,0,0,1,4,0,4,9,235,2.9
qwen2,LoRA,73,6x5,6,5,0,340,484,42.35,0,28,30,0,0,15,6,3,5,29,551,6.9
qwen2,LoRA,74,6x5,6,5,0,329,375,13.98,0,22,30,0,0,7,9,1,8,25,500,6.3
qwen2,LoRA,75,5x2,5,2,0,1621,1778,9.69,0,8,10,0,0,1,4,0,3,8,216,2.7
qwen2,LoRA,76,5x5,5,5,0,744,1111,49.33,0,20,25,0,0,10,3,2,5,20,396,5.0
qwen2,LoRA,77,10x8,10,8,0,2435,8278,239.96,0,73,80,0,4,50,31,5,15,105,2015,27.1
qwen2,LoRA,78,2x2,2,2,0,698,668,-4.3,0,3,4,0,0,1,1,0,1,3,69,0.9
qwen2,LoRA,79,8x6,8,6,0,1414,2228,57.57,0,40,48,0,0,17,18,1,8,44,1067,13.8
qwen2,LoRA,80,8x5,8,5,0,2241,3952,76.35,0,34,40,0,2,15,14,0,13,44,897,11.5
qwen2,LoRA,81,3x2,3,2,0,364,347,-4.67,0,2,6,0,0,1,4,0,4,9,104,1.3
qwen2,LoRA,82,10x8,10,8,0,4012,10365,158.35,0,138,80,0,25,54,69,59,1,208,4096,57.9
qwen2,LoRA,83,4x2,4,2,0,338,338,0.0,1,8,8,0,0,0,0,1,0,1,134,1.7
qwen2,LoRA,84,4x2,4,2,0,930,924,-0.65,0,5,8,0,0,2,3,0,3,8,140,1.8
qwen2,LoRA,85,9x8,9,8,0,2063,2867,38.97,0,61,72,0,3,37,16,3,14,73,1448,19.1
qwen2,LoRA,86,8x4,8,4,0,495,553,11.72,0,25,32,0,0,4,6,0,7,17,510,6.4
qwen2,LoRA,87,9x7,9,7,0,1884,3048,61.78,0,55,63,0,0,33,17,2,9,61,1350,17.7
qwen2,LoRA,88,6x3,6,3,0,1328,1567,18.0,0,14,18,0,0,4,2,0,4,10,285,3.6
qwen2,LoRA,89,9x4,9,4,0,250,301,20.4,0,25,36,0,0,9,6,0,11,26,498,6.3
qwen2,LoRA,90,4x2,4,2,0,301,326,8.31,0,5,8,0,0,0,3,1,3,7,133,1.7
qwen2,LoRA,91,7x7,7,7,0,1685,3079,82.73,0,40,49,0,2,21,12,1,12,48,963,12.4
qwen2,LoRA,92,10x10,10,10,0,2329,5240,124.99,0,162,100,0,18,71,52,44,4,189,4096,58.2
qwen2,LoRA,93,8x7,8,7,0,2787,4378,57.09,0,49,56,0,0,30,23,2,10,65,1377,18.0
qwen2,LoRA,94,5x2,5,2,0,177,328,85.31,0,19,10,0,0,3,3,0,2,8,360,4.5
qwen2,LoRA,95,9x4,9,4,0,706,1094,54.96,0,28,36,0,0,4,5,0,8,17,553,7.0
qwen2,LoRA,96,4x2,4,2,0,822,835,1.58,0,7,8,0,0,0,1,0,1,2,138,1.7
qwen2,LoRA,97,10x9,10,9,0,571,868,52.01,0,98,90,0,4,40,17,5,8,74,1892,25.3
qwen2,LoRA,98,5x3,5,3,0,422,457,8.29,0,14,15,0,0,3,4,0,2,9,297,3.7
qwen2,LoRA,99,6x2,6,2,0,895,1257,40.45,0,12,12,0,1,1,2,1,1,6,250,3.1
qwen2,LoRA,100,8x7,8,7,0,2448,3526,44.04,0,51,56,0,1,30,8,1,9,49,1126,14.6
qwen2,LoRA,101,10x8,10,8,0,2704,9441,249.15,0,163,80,0,22,58,47,60,0,187,4096,58.0
qwen2,LoRA,102,9x7,9,7,0,999,1923,92.49,0,59,63,0,2,19,15,7,7,50,1321,17.3
qwen2,LoRA,103,8x7,8,7,0,1063,1653,55.5,0,54,56,0,3,16,7,2,6,34,1095,14.2
qwen2,LoRA,104,6x6,6,6,0,1136,1213,6.78,0,26,36,0,0,10,5,3,10,28,532,6.7
qwen2,LoRA,105,10x7,10,7,0,2374,3225,35.85,0,55,70,0,1,34,12,4,15,66,1260,16.5
qwen2,LoRA,106,10x4,10,4,0,445,430,-3.37,0,35,40,0,0,7,6,0,5,18,663,8.4
qwen2,LoRA,107,4x2,4,2,0,435,435,0.0,1,7,8,0,0,1,1,0,1,3,136,1.7
qwen2,LoRA,108,6x5,6,5,0,1605,2317,44.36,0,27,30,0,0,7,4,0,5,16,577,7.3
qwen2,LoRA,109,9x4,9,4,0,1757,2633,49.86,0,27,36,0,0,10,10,1,9,30,673,8.5
qwen2,LoRA,110,8x6,8,6,0,1637,1855,13.32,0,35,48,0,2,15,4,1,14,36,714,9.1
qwen2,LoRA,111,9x8,9,8,0,154,259,68.18,0,68,72,0,5,32,9,2,9,57,1203,15.7
qwen2,LoRA,112,8x6,8,6,0,2959,4969,67.93,0,40,48,0,1,17,7,3,13,41,897,11.5
qwen2,LoRA,113,5x2,5,2,0,947,1038,9.61,0,7,10,0,0,3,3,1,3,10,177,2.2
qwen2,LoRA,114,10x2,10,2,0,958,906,-5.43,0,18,20,0,0,2,3,1,3,9,354,4.4
qwen2,LoRA,115,10x6,10,6,0,639,1355,112.05,0,48,60,0,0,15,7,2,12,36,947,12.3
qwen2,LoRA,116,6x3,6,3,0,753,894,18.73,0,14,18,0,0,6,4,1,5,16,307,3.8
qwen2,LoRA,117,9x8,9,8,0,878,1467,67.08,0,79,72,0,6,32,11,9,8,66,1538,20.2
qwen2,LoRA,118,7x5,7,5,0,1561,2080,33.25,0,28,35,0,1,12,7,0,7,27,658,8.3
qwen2,LoRA,119,6x5,6,5,0,1504,1775,18.02,0,22,30,0,0,9,10,0,9,28,566,7.1
qwen2,LoRA,120,10x10,10,10,0,157,1341,754.14,0,195,100,0,7,69,52,6,0,134,4096,58.0
qwen2,LoRA,121,7x4,7,4,0,1041,1063,2.11,0,22,28,0,0,6,4,0,6,16,450,5.6
qwen2,LoRA,122,9x3,9,3,0,53,70,32.08,0,23,27,0,0,8,3,1,4,16,358,4.5
qwen2,LoRA,123,7x3,7,3,0,356,381,7.02,0,17,21,0,0,4,4,0,4,12,344,4.3
qwen2,LoRA,124,9x6,9,6,0,486,1192,145.27,0,51,54,0,1,19,8,2,8,38,1003,12.9
qwen2,LoRA,125,7x4,7,4,0,1681,2187,30.1,0,24,28,0,2,9,7,2,6,26,567,7.1
qwen2,LoRA,126,6x3,6,3,0,890,924,3.82,0,21,18,0,1,5,2,1,2,11,387,4.8
qwen2,LoRA,127,9x3,9,3,0,1315,2078,58.02,0,24,27,0,0,6,6,0,5,17,535,6.7
qwen2,LoRA,128,9x9,9,9,0,520,3670,605.77,0,184,81,0,9,66,46,18,0,139,4077,57.5
qwen2,LoRA,129,5x3,5,3,0,972,897,-7.72,0,7,15,0,0,5,7,0,8,20,249,3.1
qwen2,LoRA,130,7x5,7,5,0,58,119,105.17,0,29,35,0,1,7,6,0,7,21,504,6.3
qwen2,LoRA,131,4x2,4,2,0,59,56,-5.08,0,5,8,0,1,1,3,0,3,8,118,1.5
qwen2,LoRA,132,8x8,8,8,0,2917,10132,247.34,0,143,64,0,15,40,65,53,0,173,4096,57.6
qwen2,LoRA,133,10x10,10,10,0,3106,8084,160.27,0,159,100,0,34,77,53,52,0,216,4096,58.4
qwen2,LoRA,134,9x3,9,3,0,1271,1453,14.32,0,21,27,0,0,5,6,0,7,18,477,6.0
qwen2,LoRA,135,8x8,8,8,0,2891,7802,169.87,0,59,64,0,5,28,17,2,10,62,1469,19.3
qwen2,LoRA,136,7x6,7,6,0,1810,3121,72.43,0,37,42,0,0,22,8,2,5,37,843,10.8
qwen2,LoRA,137,9x7,9,7,0,2875,3047,5.98,0,57,63,0,6,22,11,4,11,54,1285,16.8
qwen2,LoRA,138,7x5,7,5,0,1493,1833,22.77,0,24,35,0,0,8,9,0,11,28,598,7.6
qwen2,LoRA,139,7x2,7,2,0,1230,1224,-0.49,0,10,14,0,0,3,2,0,5,10,212,2.6
qwen2,LoRA,140,4x2,4,2,0,802,801,-0.12,0,8,8,0,1,0,0,1,0,2,138,1.7
qwen2,LoRA,141,5x3,5,3,0,466,696,49.36,0,7,15,0,0,2,8,0,8,18,250,3.1
qwen2,LoRA,142,6x2,6,2,0,1434,3285,129.08,0,14,12,0,0,3,8,0,2,13,418,5.2
qwen2,LoRA,143,6x6,6,6,0,1654,1600,-3.26,0,26,36,0,1,19,9,2,11,42,636,8.1
qwen2,LoRA,144,9x7,9,7,0,3094,5071,63.9,0,49,63,0,6,32,19,1,14,72,1280,16.8
qwen2,LoRA,145,8x3,8,3,0,2117,2719,28.44,0,19,24,0,0,9,7,0,7,23,495,6.2
qwen2,LoRA,146,8x3,8,3,0,931,1019,9.45,0,18,24,0,0,5,6,0,8,19,412,5.2
qwen2,LoRA,147,5x4,5,4,0,1336,1905,42.59,0,16,20,0,0,10,4,1,4,19,364,4.5
qwen2,LoRA,148,10x8,10,8,0,3185,5800,82.1,0,73,80,0,1,47,28,3,15,94,1951,26.1
qwen2,LoRA,149,10x2,10,2,0,856,1039,21.38,0,16,20,0,0,1,5,1,4,11,346,4.3
qwen2,LoRA,150,8x3,8,3,0,243,269,10.7,0,23,24,0,1,4,3,1,4,13,433,5.4
qwen2,LoRA,151,9x3,9,3,0,1376,1647,19.69,0,25,27,0,0,5,6,1,6,18,560,7.0
qwen2,LoRA,152,5x2,5,2,0,588,673,14.46,0,9,10,0,0,0,2,0,2,4,189,2.4
qwen2,LoRA,153,7x2,7,2,0,2058,2530,22.93,0,9,14,0,0,1,6,1,5,13,280,3.5
qwen2,LoRA,154,7x6,7,6,0,1331,2985,124.27,0,47,42,3,0,22,11,0,4,37,1078,13.8
qwen2,LoRA,155,8x2,8,2,0,2328,2115,-9.15,0,14,16,0,0,1,2,1,2,6,291,3.6
qwen2,LoRA,156,6x6,6,6,0,1639,2227,35.88,0,24,36,0,0,15,12,2,12,41,664,8.4
qwen2,LoRA,157,7x4,7,4,0,804,929,15.55,0,22,28,0,0,2,5,0,6,13,459,5.8
qwen2,LoRA,158,8x7,8,7,0,254,460,81.1,0,64,56,0,2,18,3,3,2,28,1087,14.0
qwen2,LoRA,159,10x8,10,8,0,1617,4568,182.5,0,166,80,0,12,55,50,53,0,170,4096,57.8
qwen2,LoRA,160,10x4,10,4,0,801,1068,33.33,0,33,40,0,2,13,8,4,8,35,702,8.9
qwen2,LoRA,161,8x8,8,8,0,1695,2960,74.63,0,59,64,0,1,33,15,4,12,65,1372,18.0
qwen2,LoRA,162,6x6,6,6,0,1383,1795,29.79,0,21,36,0,0,15,11,0,15,41,579,7.3
qwen2,LoRA,163,7x7,7,7,0,2859,3870,35.36,0,36,49,0,0,27,17,1,18,63,999,12.8
qwen2,LoRA,164,10x2,10,2,0,873,1101,26.12,0,17,20,0,0,4,5,3,4,16,372,4.6
qwen2,LoRA,165,5x3,5,3,0,543,661,21.73,0,10,15,0,0,5,5,0,6,16,259,3.2
qwen2,LoRA,166,4x4,4,4,0,412,392,-4.85,0,13,16,0,0,0,3,0,3,6,257,3.2
qwen2,LoRA,167,10x2,10,2,0,583,474,-18.7,0,16,20,0,0,3,2,3,6,14,298,3.7
qwen2,LoRA,168,9x7,9,7,0,615,1396,126.99,0,50,63,0,0,28,11,1,13,53,1060,13.8
qwen2,LoRA,169,5x2,5,2,0,545,672,23.3,0,10,10,0,0,2,1,0,3,6,185,2.3
qwen2,LoRA,170,9x6,9,6,0,1799,2528,40.52,0,43,54,0,0,24,14,3,13,54,1052,13.7
qwen2,LoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,58,0.7
qwen2,LoRA,172,10x7,10,7,0,2254,5200,130.7,0,63,70,0,1,45,26,5,11,88,1701,22.5
qwen2,LoRA,173,8x3,8,3,0,870,1111,27.7,0,19,24,0,1,1,5,0,5,12,410,5.1
qwen2,LoRA,174,8x8,8,8,0,1258,2322,84.58,0,60,64,0,4,34,18,2,14,72,1417,18.6
qwen2,LoRA,175,8x7,8,7,0,612,1589,159.64,0,61,56,0,0,28,9,2,3,42,1195,15.5
qwen2,LoRA,176,10x10,10,10,0,359,2043,469.08,0,197,100,0,3,55,39,8,0,105,4096,58.1
qwen2,LoRA,177,10x8,10,8,0,57,108,89.47,0,88,80,0,1,44,6,1,3,55,1304,17.0
qwen2,LoRA,178,5x5,5,5,0,1420,1531,7.82,0,23,25,0,0,7,3,0,2,12,466,5.8
qwen2,LoRA,179,9x7,9,7,0,1867,2771,48.42,0,54,63,0,2,15,14,3,9,43,1277,16.7
qwen2,LoRA,180,8x5,8,5,0,441,947,114.74,0,28,40,0,1,13,11,1,12,38,643,8.1
qwen2,LoRA,181,9x4,9,4,0,1052,1140,8.37,0,27,36,0,1,8,7,1,9,26,591,7.5
qwen2,LoRA,182,3x2,3,2,0,162,147,-9.26,0,4,6,0,0,1,2,0,2,5,96,1.2
qwen2,LoRA,183,10x2,10,2,0,1527,1314,-13.95,0,12,20,0,0,3,5,0,8,16,302,3.8
qwen2,LoRA,184,7x6,7,6,0,667,837,25.49,0,30,42,0,0,17,7,0,12,36,622,7.9
qwen2,LoRA,185,7x4,7,4,0,1851,2582,39.49,0,19,28,0,0,6,8,1,9,24,506,6.4
qwen2,LoRA,186,6x4,6,4,0,1335,1741,30.41,0,23,24,0,1,4,4,0,2,11,486,6.1
qwen2,LoRA,187,10x7,10,7,0,2042,6861,235.99,0,71,70,0,3,41,33,2,11,90,1985,26.5
qwen2,LoRA,188,8x5,8,5,0,1700,3286,93.29,0,41,40,0,0,16,8,1,9,34,914,11.7
qwen2,LoRA,189,7x2,7,2,0,1390,1137,-18.2,0,12,14,0,0,2,1,0,2,5,234,2.9
qwen2,LoRA,190,7x4,7,4,0,1296,2543,96.22,0,22,28,0,1,10,9,0,10,30,562,7.1
qwen2,LoRA,191,4x3,4,3,0,1451,1451,0.0,1,11,12,0,0,1,1,0,1,3,216,2.7
qwen2,LoRA,192,4x4,4,4,0,143,149,4.2,0,13,16,0,0,5,3,0,3,11,244,3.0
qwen2,LoRA,193,9x4,9,4,0,860,972,13.02,0,24,36,0,0,11,12,0,12,35,612,7.7
qwen2,LoRA,194,4x3,4,3,0,1187,1367,15.16,0,10,12,0,0,0,2,0,2,4,222,2.8
qwen2,LoRA,195,10x8,10,8,0,219,267,21.92,0,73,80,0,2,37,15,2,12,68,1389,18.2
qwen2,LoRA,196,6x5,6,5,0,2582,3234,25.25,0,17,30,0,0,13,13,2,14,42,574,7.2
qwen2,LoRA,197,10x7,10,7,0,1876,3076,63.97,0,66,70,0,0,25,13,2,14,54,1458,19.2
qwen2,LoRA,198,9x4,9,4,0,1888,2664,41.1,0,33,36,0,0,9,6,1,5,21,726,9.2
qwen2,LoRA,199,5x5,5,5,0,402,589,46.52,0,20,25,0,1,10,8,0,7,26,463,5.8
qwen2,LoRA,200,8x6,8,6,0,1622,2868,76.82,0,41,48,0,0,21,14,1,14,50,1000,12.9
qwen2,rsLoRA,1,7x3,7,3,0,977,978,0.1,0,20,21,0,0,0,1,0,1,2,356,4.9
qwen2,rsLoRA,2,7x7,7,7,0,941,1070,13.71,0,46,49,0,0,4,1,0,4,9,836,10.7
qwen2,rsLoRA,3,6x2,6,2,1,1402,1402,0.0,1,12,12,0,0,0,0,0,0,0,211,2.7
qwen2,rsLoRA,4,6x3,6,3,1,1565,1925,23.0,0,18,18,0,0,0,0,0,0,0,330,4.1
qwen2,rsLoRA,5,5x4,5,4,0,1286,1277,-0.7,0,20,20,0,0,0,0,1,0,1,358,4.5
qwen2,rsLoRA,6,6x2,6,2,1,449,449,0.0,1,12,12,0,0,0,0,0,0,0,202,2.6
qwen2,rsLoRA,7,8x5,8,5,0,462,602,30.3,0,40,40,0,1,0,0,1,0,2,654,8.3
qwen2,rsLoRA,8,6x3,6,3,1,498,519,4.22,0,18,18,0,0,0,0,0,0,0,300,3.8
qwen2,rsLoRA,9,8x4,8,4,0,1157,1318,13.92,0,31,32,0,0,0,1,0,1,2,559,7.1
qwen2,rsLoRA,10,3x2,3,2,1,71,71,0.0,1,6,6,0,0,0,0,0,0,0,87,1.1
qwen2,rsLoRA,11,3x3,3,3,1,146,146,0.0,1,9,9,0,0,0,0,0,0,0,136,1.7
qwen2,rsLoRA,12,4x2,4,2,1,409,409,0.0,1,8,8,0,0,0,0,0,0,0,134,1.7
qwen2,rsLoRA,13,6x3,6,3,1,1289,1289,0.0,1,18,18,0,0,0,0,0,0,0,325,4.1
qwen2,rsLoRA,14,4x2,4,2,1,525,525,0.0,1,8,8,0,0,0,0,0,0,0,137,1.7
qwen2,rsLoRA,15,10x5,10,5,0,854,947,10.89,0,45,50,0,0,0,0,2,5,7,829,10.6
qwen2,rsLoRA,16,8x5,8,5,0,2499,3009,20.41,0,38,40,0,0,3,2,0,2,7,749,9.5
qwen2,rsLoRA,17,9x8,9,8,0,1223,5725,368.11,0,52,72,0,0,15,16,1,20,52,1214,15.8
qwen2,rsLoRA,18,10x6,10,6,0,955,1097,14.87,0,55,60,0,2,4,4,0,5,15,1020,13.2
qwen2,rsLoRA,19,3x2,3,2,1,332,332,0.0,1,6,6,0,0,0,0,0,0,0,101,1.3
qwen2,rsLoRA,20,9x4,9,4,0,686,801,16.76,0,35,36,0,0,0,1,1,1,3,603,7.6
qwen2,rsLoRA,21,8x2,8,2,1,358,358,0.0,1,16,16,0,0,0,0,0,0,0,261,3.3
qwen2,rsLoRA,22,9x3,9,3,1,2396,2396,0.0,1,27,27,0,0,0,0,0,0,0,485,6.1
qwen2,rsLoRA,23,10x8,10,8,0,127,448,252.76,0,91,80,0,3,15,7,0,4,29,1502,19.8
qwen2,rsLoRA,24,9x6,9,6,0,2960,3131,5.78,0,47,54,0,0,7,5,2,7,21,1029,13.4
qwen2,rsLoRA,25,6x6,6,6,1,1402,1548,10.41,0,36,36,0,0,0,0,0,0,0,628,8.0
qwen2,rsLoRA,26,10x8,10,8,0,374,501,33.96,0,82,80,0,0,8,2,2,2,14,1365,17.9
qwen2,rsLoRA,27,8x4,8,4,1,2277,2521,10.72,0,32,32,0,0,0,0,0,0,0,597,7.5
qwen2,rsLoRA,28,9x8,9,8,0,490,576,17.55,0,70,72,0,1,9,2,2,2,16,1177,15.3
qwen2,rsLoRA,29,5x2,5,2,1,755,755,0.0,1,10,10,0,0,0,0,0,0,0,172,2.2
qwen2,rsLoRA,30,10x6,10,6,0,2566,2980,16.13,0,50,60,0,2,8,4,0,11,25,1061,13.8
qwen2,rsLoRA,31,6x2,6,2,1,280,280,0.0,1,12,12,0,0,0,0,0,0,0,188,2.4
qwen2,rsLoRA,32,9x7,9,7,0,1651,1973,19.5,0,50,63,0,0,9,8,0,13,30,1048,13.6
qwen2,rsLoRA,33,9x2,9,2,0,300,290,-3.33,0,16,18,0,0,0,2,0,2,4,289,3.6
qwen2,rsLoRA,34,7x5,7,5,1,1580,1729,9.43,0,35,35,0,0,0,0,0,0,0,637,8.1
qwen2,rsLoRA,35,8x8,8,8,0,427,498,16.63,0,60,64,0,1,11,6,1,4,23,1070,13.9
qwen2,rsLoRA,36,9x9,9,9,0,2614,3248,24.25,0,78,81,0,1,22,11,1,7,42,1670,22.2
qwen2,rsLoRA,37,10x5,10,5,0,65,71,9.23,0,49,50,0,1,0,1,0,1,3,691,8.8
qwen2,rsLoRA,38,9x3,9,3,1,521,544,4.41,0,27,27,0,0,0,0,0,0,0,444,5.6
qwen2,rsLoRA,39,4x2,4,2,1,309,309,0.0,1,8,8,0,0,0,0,0,0,0,133,1.7
qwen2,rsLoRA,40,10x5,10,5,0,2180,2299,5.46,0,46,50,0,0,2,5,0,4,11,938,12.1
qwen2,rsLoRA,41,9x2,9,2,0,1709,1709,0.0,1,17,18,0,0,1,1,0,1,3,326,4.1
qwen2,rsLoRA,42,6x3,6,3,1,1271,1330,4.64,0,18,18,0,0,0,0,0,0,0,324,4.1
qwen2,rsLoRA,43,5x4,5,4,0,1442,1522,5.55,0,19,20,0,0,1,1,0,1,3,370,4.6
qwen2,rsLoRA,44,8x2,8,2,1,1525,1525,0.0,1,16,16,0,0,0,0,0,0,0,284,3.6
qwen2,rsLoRA,45,7x2,7,2,1,523,529,1.15,0,14,14,0,0,0,0,0,0,0,228,2.9
qwen2,rsLoRA,46,9x8,9,8,0,857,1143,33.37,0,72,72,0,2,5,1,1,1,10,1242,16.3
qwen2,rsLoRA,47,7x3,7,3,0,1019,1130,10.89,0,20,21,0,0,2,1,0,1,4,362,4.6
qwen2,rsLoRA,48,10x4,10,4,0,2597,8021,208.86,0,45,40,0,1,1,11,2,1,16,1053,13.5
qwen2,rsLoRA,49,7x7,7,7,0,2987,5516,84.67,0,44,49,0,0,3,4,0,5,12,955,12.3
qwen2,rsLoRA,50,6x6,6,6,0,2590,2651,2.36,0,35,36,0,2,0,0,0,1,3,656,8.3
qwen2,rsLoRA,51,9x2,9,2,1,1430,1430,0.0,1,18,18,0,0,0,0,0,0,0,316,4.0
qwen2,rsLoRA,52,4x3,4,3,1,435,448,2.99,0,12,12,0,0,0,0,0,0,0,203,2.6
qwen2,rsLoRA,53,10x2,10,2,1,1598,1598,0.0,1,20,20,0,0,0,0,0,0,0,348,4.4
qwen2,rsLoRA,54,9x8,9,8,0,422,530,25.59,0,66,72,0,1,12,4,4,6,27,1143,14.9
qwen2,rsLoRA,55,7x5,7,5,1,1365,1383,1.32,0,35,35,0,0,0,0,0,0,0,615,7.8
qwen2,rsLoRA,56,10x10,10,10,0,1077,5055,369.36,0,179,100,0,17,56,33,39,1,146,3857,54.4
qwen2,rsLoRA,57,10x9,10,9,0,242,389,60.74,0,102,90,0,3,23,4,4,1,35,1675,22.3
qwen2,rsLoRA,58,6x2,6,2,1,727,727,0.0,1,12,12,0,0,0,0,0,0,0,207,2.6
qwen2,rsLoRA,59,7x3,7,3,1,861,1016,18.0,0,21,21,0,0,0,0,0,0,0,366,4.6
